rowID	p_T21vsControl	fc_T21vsControl	Symbol
116115	0.883790658	-1.043023813	ZNF526
116123	0.880080298	-1.031971358	FMO9P
116135	0.526594216	1.302887563	LRRC3B
116138	0.226585646	-1.00223686	KLHDC3
116143	0.835335625	-1.183204023	DNAAF10
116150	0.937173138	1.03033176	NUS1
116151	0.293935858	-1.051921037	FAM210B
116154	0.29219287	-1.132410675	PHACTR3
116159	0.061324188	1.016661854	CYYR1
116173	0.970727054	-1.069180023	CMTM5
116179	0.795438853	1.015671059	TGM7
1161	0.996659665	1.166099719	ERCC8
116224	0.605887222	-1.01983965	PABIR1
116225	0.179727341	1.291653355	ZMYND19
116228	0.927165836	1.162584204	COX20
116236	0.779672315	1.121974836	ABHD15
116238	0.986964457	1.036789687	TLCD1
116254	0.625027967	1.016443949	GINM1
116255	0.756873849	-1.002311874	MOGAT1
116285	0.303186329	-1.085995753	ACSM1
116328	0.965831288	-1.065242042	C8orf34
116337	0.99987932	-1.031586225	PANX3
116349	0.045456796	1.126776326	EXOC3-AS1
116362	0.234590579	1.121716739	RBP7
116369	0.885368707	-1.02556748	SLC26A8
116372	0.311339261	-2.694172076	LYPD1
116379	0.83207319	-1.041166284	IL22RA2
1163	0.803568061	1.387766779	CKS1B
116412	0.857543974	-1.068393591	ZNF837
116437	0.979456381	1.150491143	LINC01257
116441	0.837984426	1.097072077	TM4SF18
116442	0.365341091	-1.036725602	RAB39B
116443	0.187115778	-1.169318627	GRIN3A
116444	0.997934873	1.120485946	GRIN3B
116447	0.829287694	1.016074643	TOP1MT
116448	0.723191803	1.184793068	OLIG1
116449	0.498856594	-1.125392094	CLNK
116461	0.878335574	1.062865946	TSEN15
116496	0.047974178	-1.177764158	NIBAN1
1164	0.981497488	-1.02942719	CKS2
116511	0.98308143	1.085851753	MAS1L
116512	0.879160504	-1.144472988	MRGPRD
116519	0.999687322	1.01170551	APOA5
116534	0.120604247	-1.167719897	MRGPRE
116535	0.017203682	-1.190168928	MRGPRF
116540	0.667606462	1.087056317	MRPL53
116541	0.999999983	1.017958983	MRPL54
116729	0.511096813	-1.268543098	PPP1R27
116828	0.321070638	1.490585658	N4BP2L2-IT2
116832	0.984183808	1.042042045	RPL39L
116835	0.464632252	1.061063827	HSPA12B
116840	0.832729786	1.024970353	CNTROB
116841	0.009928104	1.286112944	SNAP47
116842	0.782993677	1.321759774	LEAP2
116843	0.606185001	1.440642485	SLC18B1
116844	0.51507682	-1.089529577	LRG1
116931	0.237126182	1.320667103	MED12L
116933	0.989767995	-1.00262954	CLRN1-AS1
116937	0.999288338	1.197719269	SNORD83A
116938	0.944804991	1.127083598	SNORD83B
116966	0.066679331	-1.298052127	WDR17
116969	0.260139694	-1.169614597	ART5
116983	0.95228728	-1.111769913	ACAP3
116984	0.000147949	1.065342814	ARAP2
116985	0.988903901	-1.05450595	ARAP1
116986	0.111467834	-1.060440809	AGAP2
116987	0.890912398	-1.011990428	AGAP1
116988	0.902948133	-1.066826228	AGAP3
116	0.858854797	-1.040915573	ADCYAP1
117143	0.32859495	1.025417004	TADA1
117144	0.749296774	1.218208276	CATSPER1
117145	0.996852521	-1.023100502	THEM4
117153	0.543485132	-1.021094787	row4153
117154	0.999470675	1.034918548	DACH2
117155	0.94070895	1.597727751	CATSPER2
117156	0.998352665	1.105958105	SCGB3A2
117157	0.309765283	-1.048715384	SH2D1B
117159	0.999982834	1.053067093	DCD
117166	0.988571936	-1.018980675	WFIKKN1
117177	0.663558007	1.073984859	RAB3IP
117178	0.619255079	-1.06942843	SSX2IP
117194	0.975547606	1.097571993	MRGPRX2
117195	0.9913662	-1.104199197	MRGPRX3
117196	0.995048487	-1.001261758	MRGPRX4
117245	0.888952595	1.020425068	PLAAT5
117246	0.864727146	1.097542589	FTSJ3
117247	0.236717561	-1.272280516	SLC16A10
117248	0.257406949	1.297693171	GALNT15
117283	0.839767188	1.369571102	IP6K3
117285	0.748591196	-1.049515045	DEFB118
117286	0.923975749	-1.070182454	CIB3
117289	0.998083791	1.008401475	TAGAP
1173	0.757686156	-1.202735747	AP2M1
1174	0.650845773	-1.099799104	AP1S1
117531	0.664962202	-1.184828929	TMC1
117532	0.620765315	-1.03119471	TMC2
117579	0.962580995	-1.07534687	RLN3
117581	0.963288327	-1.64884842	TWIST2
117583	0.244588748	-1.423422762	PARD3B
117584	0.946181252	1.116740923	RFFL
1175	0.089178226	-1.111584421	AP2S1
117608	0.456681269	-1.07717273	ZNF354B
1176	0.747054516	-1.012176633	AP3S1
117854	0.94966293	-1.257015669	TRIM6
1178	0.884536258	1.048653615	CLC
1179	0.915116295	-1.073325958	CLCA1
117	0.258033733	-1.291007973	ADCYAP1R1
1180	0.999955626	-1.007421161	CLCN1
1181	0.264471157	1.139151467	CLCN2
1182	0.99158962	1.091576402	CLCN3
1183	0.988076381	1.256274867	CLCN4
118421	0.995862534	1.088334193	LINC00161
118424	0.864984872	1.025692214	UBE2J2
118425	0.152508237	1.187478023	PCAT4
118426	0.922986696	-1.123660185	BORCS5
118427	0.999999069	-1.129114727	OLFM3
118429	0.126010552	-1.326569298	ANTXR2
118430	0.99990667	-1.049827731	MUCL1
118432	0.867656878	1.382695357	RPL29P2
118433	0.108411317	2.045371854	RPL23AP7
118442	0.818525132	-1.123071659	GPR62
118460	0.754061857	1.222980489	EXOSC6
118461	0.973086502	-1.022012475	C10orf71
118471	0.991497622	1.194194309	PRAP1
118472	0.999795756	-1.153351878	ZNF511
118487	0.577284432	1.055407987	CHCHD1
118490	0.71559968	-1.054114851	MSS51
118491	0.618026165	-1.028494269	CFAP70
1184	0.267427535	-1.229477896	CLCN5
1185	0.40569563	1.180807481	CLCN6
118611	0.804706053	-1.041522124	C10orf90
118663	0.226154698	-1.195850501	BTBD16
118670	0.398299655	1.148577653	FAM24A
118672	0.280499264	1.221727729	PSTK
1186	0.817082343	1.073052587	CLCN7
118738	0.999995764	1.06329146	ZNF488
118788	0.037223277	-1.004091476	PIK3AP1
1187	0.893953165	-1.374322786	CLCNKA
118812	0.766603611	1.011903314	MORN4
118813	0.974604752	-1.011261346	ZFYVE27
118856	0.78043298	1.1405297	MMP21
118881	0.022848552	-1.328753795	COMTD1
1188	0.984341285	1.312852012	CLCNKB
118924	0.909487117	1.068393159	FRA10AC1
118932	0.514586907	-1.011996405	ANKRD22
118980	0.982213706	1.221141927	SFXN2
118987	0.99953435	1.046108148	PDZD8
118	0.758102046	-1.154680837	ADD1
119032	0.352768303	1.522863642	BORCS7
1191	0.55540733	1.513506046	CLU
1192	0.999982799	-1.122672109	CLIC1
119369	0.950762859	-1.098635402	NUDT9P1
119385	0.917931522	1.026400245	AGAP11
119391	0.006410498	1.158088002	GSTO2
119392	0.180707976	-1.229628772	SFR1
119395	0.971055369	1.115031781	CALHM3
1193	0.999988775	-1.0911087	CLIC2
119437	0.876537936	1.119477446	CTAGE7P
119467	0.999909572	-1.046487843	CLRN3
119504	0.940208999	1.171675144	ANAPC16
119548	0.999340654	-1.044674039	PNLIPRP3
119559	0.451500076	-1.090301981	SFXN4
119587	0.938945261	1.040469052	CPXM2
1195	0.389828553	-1.123390184	CLK1
119678	0.985785106	-1.045982841	OR52E2
119679	0.916498024	-1.066688288	OR52J3
119682	0.774801978	-1.052230018	OR51L1
119687	0.991185639	1.040471458	OR51A7
119692	0.751742812	-1.21213119	OR51S1
119694	0.991971119	1.017270974	OR51F2
119695	0.999999175	1.024554409	OR52R1
1196	0.982856894	1.303134863	CLK2
119710	0.877412059	1.098937977	IFTAP
119749	0.569944586	1.163957706	OR4C46
119764	0.908954265	1.288864702	OR4X2
119765	0.777439162	-1.065907316	OR4B1
119772	0.949698687	1.118585028	OR52M1
119774	0.493621945	1.256355258	OR52K2
1197	0.886263655	-1.201775581	CLK2P1
1198	0.964899963	1.029608892	CLK3
119	0.971673732	-1.02240213	ADD2
120065	0.569840102	-1.214905933	OR5P2
120066	0.847144415	1.084528543	OR5P3
120071	0.275682974	-1.109610934	LARGE2
1200	0.307434187	1.062582474	TPP1
120103	0.976455979	1.35965483	SLC36A4
120114	0.269277772	-1.102123162	FAT3
120146	0.794289688	-1.038017906	TRIM64
1201	0.999999737	1.13368474	CLN3
120224	0.406898963	1.021137841	TMEM45B
120227	0.968546958	1.395453357	CYP2R1
120237	0.777570439	-1.303852408	DBX1
120376	0.999568234	1.085760345	POU2AF3
120379	0.995191445	1.286263703	PIH1D2
1203	0.717242972	1.101873955	CLN5
120400	0.327221701	-1.010744529	NXPE1
120406	0.918821256	-1.027448777	NXPE2
120425	0.597529635	-1.141936427	JAML
120526	0.963424262	-1.040947294	DNAJC24
120534	0.827374898	1.185813867	ARL14EP
120586	0.675023672	-1.111074472	OR8I2
120775	0.999998942	1.195312912	OR2D3
120776	0.995058	1.145957288	OR2D2
120787	0.665957155	1.065622445	OR52W1
120793	0.590731013	1.222620592	OR56A4
120796	0.878658914	-1.081933114	OR56A1
1207	0.999733641	1.102967512	CLNS1A
120824	0.999884111	-1.065220907	TRIM51G
120863	0.481564866	1.155128031	DEPDC4
120892	0.951356587	1.106466636	LRRK2
1208	0.958573513	1.015389629	CLPS
120935	0.658365795	-1.188454609	CCDC38
120939	0.910933862	-1.258318947	TMEM52B
1209	0.209873198	-1.014659579	CLPTM1
120	0.928544019	1.106217196	ADD3
121006	0.956700333	1.033386347	FAM186A
121053	0.442940879	-1.122853074	NOPCHAP1
121129	0.999361322	1.096629591	OR2AP1
121130	0.99791206	-1.015741812	OR10P1
1211	0.661643357	-1.008329994	CLTA
121214	0.997880226	-1.012928537	SDR9C7
121227	0.09956689	1.595435281	LRIG3
121256	0.946266875	1.073127986	TMEM132D
121260	0.992902417	1.006389312	SLC15A4
121268	0.778937176	-1.22442341	RHEBL1
121273	0.999952996	-1.119532158	C12orf54
121274	0.791506368	1.063509917	ZNF641
121275	0.961629486	1.302029485	OR10AD1
121278	0.604441165	1.102152066	TPH2
1212	0.70808339	-1.316102054	CLTB
121340	0.918063743	-1.095660455	SP7
121355	0.004564028	1.128118908	GTSF1
121364	0.999988686	1.124999293	OR10A7
121391	0.487192383	-1.159393139	KRT74
1213	0.884981882	-1.107822623	CLTC
121441	0.970832586	1.138458365	NEDD1
121456	0.485793597	1.290307872	SLC9A7P1
121457	0.28539839	-1.049416514	IKBIP
121504	0.64591599	1.209187895	H4C16
121506	0.041443827	-1.109955743	ERP27
121512	0.046993195	1.032518146	FGD4
121536	0.99999696	1.061771468	AEBP2
121549	0.714407156	1.029349697	ASCL4
121551	0.998455502	1.110069784	ABTB3
121599	0.888344813	-1.057264133	SPIC
1215	0.906429914	-1.012580216	CMA1
121601	0.835910721	-1.234364768	ANO4
121642	0.122601788	1.166791108	ALKBH2
121643	0.637237461	1.01000382	FOXN4
121665	0.751978578	1.111066284	SPPL3
121793	0.007734201	1.426433333	TEX29
121838	0.761553736	1.19177115	NRAD1
121952	0.972745706	1.009376156	METTL21EP
122011	0.922515551	-1.017372001	CSNK1A1L
122042	0.961898425	-1.021207793	RXFP2
122046	0.663804172	-1.073904713	TEX26
122060	0.696366779	1.125027378	SLAIN1
122258	0.999995383	-1.114203667	SPACA7
122402	0.732101102	-1.017634362	TDRD9
122416	0.995133091	1.085632625	ANKRD9
122481	0.094882156	-1.088508974	AK7
122509	0.689305866	-1.255505109	IFI27L1
122525	0.758686552	-1.361991261	DORIP1
122553	0.999046176	-1.06007017	TRAPPC6B
122616	0.705969189	1.119552453	CLBA1
122618	0.746593637	-1.116423279	PLD4
122622	0.758731767	1.314835665	ADSS1
122651	0.469680029	1.170611907	RNASE11
122664	0.899812673	-1.070669226	TPPP2
122665	0.988855508	1.129616802	RNASE8
122704	0.999977363	-1.019763288	MRPL52
122706	0.441918645	-1.271869801	PSMB11
122740	0.951870446	-1.053069639	OR4K14
122742	0.408738167	-1.139840807	OR4L1
122748	0.904052378	-1.073480792	OR11H6
122769	0.983070822	1.073032376	LRR1
122773	0.811636895	1.314693246	KLHDC1
122786	0.060308673	-1.079405976	FRMD6
122809	0.54087107	-1.136781143	SOCS4
122830	0.983208571	1.018520421	NAA30
122876	0.707973263	-1.065222852	GPHB5
122945	0.709217617	1.230334021	NOXRED1
122953	0.470151478	1.487666182	JDP2
122961	0.98718477	1.014990094	ISCA2
122970	0.851353476	1.01708907	ACOT4
123016	0.91850752	1.182772784	TTC8
123036	0.439092281	1.193182043	TC2N
123041	0.968722738	-1.11941756	SLC24A4
123096	0.236686392	1.062658581	SLC25A29
123099	0.952386407	-1.141401657	DEGS2
1230	0.994450493	1.080885884	CCR1
123103	0.79034187	-1.030587343	KLHL33
123169	0.487443061	1.068373826	LEO1
123207	0.190681939	1.325092465	C15orf40
123228	0.393166879	-1.010149505	SENP8
123263	0.180950978	1.201679389	MTFMT
123264	0.999994161	1.056669869	SLC51B
123283	0.062729091	1.029840662	TARS3
1232	0.773506904	-1.105191074	CCR3
123346	0.896844933	-1.102505761	HIGD2B
123355	0.987834463	-1.107484993	LRRC28
1233	0.582391694	-1.115086602	CCR4
1234	0.079257717	1.165245039	CCR5
123591	0.894221014	-1.073033289	TMEM266
1235	0.988783352	-1.009915367	CCR6
123606	0.844887875	1.066035347	NIPA1
123624	0.967779762	1.05911156	AGBL1
123688	0.800803498	1.045060204	HYKK
1236	0.088852085	-1.419864013	CCR7
123720	0.526756794	1.331448051	WHAMM
123722	0.969064768	1.048194197	FSD2
123745	0.945387489	1.105892351	PLA2G4E
123775	0.995981694	1.40455378	C16orf46
1237	0.975392947	1.024712546	CCR8
123803	0.997636776	-1.046814165	NTAN1
123811	0.914763051	1.028703775	CEP20
123872	0.854468391	1.127512552	DNAAF1
123876	0.992372112	1.09224185	ACSM2A
123879	0.699868283	-1.254177564	DCUN1D3
1238	0.309901386	-1.224698549	ACKR2
123904	0.996439569	1.049968228	NRN1L
123920	0.262858923	-1.014433509	CMTM3
123970	0.981211232	1.140744569	C16orf78
123	1	1.044609018	PLIN2
124044	0.989295355	-1.027437613	SPATA2L
124045	0.620019622	1.405988147	SPATA33
124056	0.842242187	1.094446371	NOXO1
124093	0.967289978	-1.215002389	CCDC78
1240	0.027971245	1.569411674	CMKLR1
124149	0.917037183	-1.173612872	ANKRD26P1
124152	0.587202146	1.052283219	IQCK
1241	0.533823676	1.322949223	LTB4R
124220	0.999783873	1.159492862	ZG16B
124221	0.855554446	1.027211114	PRSS30P
124222	0.998088563	-1.160129306	PAQR4
124245	0.925251696	1.017941126	ZC3H18
124274	0.99978989	-1.18295065	GPR139
124359	0.158301723	1.223065053	CDYL2
124401	0.984738087	1.085191053	ANKS3
124402	0.22028121	-1.020434171	UBALD1
124404	0.999882503	-1.068518012	SEPTIN12
124446	0.995028518	1.022453906	TMEM219
124454	0.999999995	1.014338244	EARS2
124460	0.920406418	-1.073023178	SNX20
124491	0.18364879	1.531926065	TMEM170A
1244	0.991072693	1.009757171	ABCC2
124512	0.046649359	1.307485365	METTL23
124535	0.976014776	1.047695501	HSF5
124538	0.90806481	-1.081574884	OR4D2
124540	0.422248727	-1.065715147	MSI2
124565	0.623837951	1.005155523	SLC38A10
124583	0.998457612	-1.327458475	CANT1
124590	0.995447464	-1.048285741	USH1G
124599	0.943228084	-1.019007437	CD300LB
124602	0.599569514	1.046301979	KIF19
124626	0.956292212	1.004136649	ZPBP2
124637	0.920770264	1.160430379	CYB5D1
124641	0.753608047	1.199065616	OVCA2
124739	0.005656998	-1.016899616	USP43
124751	0.38408139	1.019202009	KRABD2
124773	0.97927468	1.014812628	CHCT1
124783	0.661332233	1.167588887	SPATA32
124790	0.285976568	-1.202507886	HEXIM2
124801	0.999758976	-1.220064633	LSM12
124808	0.59474476	-1.038702932	CCDC43
124817	0.707521507	1.010936916	CNTD1
124842	0.951073683	1.005282386	TMEM132E
124857	0.863449103	1.040914243	WFIKKN2
124871	0.998594594	-1.000860306	FLJ40194
124872	0.924654183	1.03503079	B4GALNT2
124912	0.92295549	1.009883352	SPACA3
124923	0.833128832	1.388506551	RSKR
124925	0.975861592	-1.094517897	SEZ6
124930	0.897104534	1.12301959	ANKRD13B
124935	0.449341678	-1.115635749	SLC43A2
124936	0.735059442	1.031495935	CYB5D2
124961	0.022679161	-1.166180752	ZFP3
124975	0.999923236	1.028673541	GGT6
124976	0.017830499	-1.056015757	SPNS2
124989	0.003510883	-1.003309226	EFCAB13
124995	0.75863852	1.018864556	MRPL10
124997	0.469782803	1.145686964	WDR81
124	0.632586051	-1.15231426	ADH1A
125058	0.888033787	-1.010768546	TBC1D16
125061	0.893042713	-1.103340434	AFMID
125111	0.998531449	-1.026184511	GJD3
125113	0.988679707	1.064108472	KRT222
125115	0.890981951	-1.005398168	KRT40
125144	0.958396178	1.244912251	SNHG29
125150	0.321940178	-1.024333796	ZSWIM7
125170	0.163246396	-1.240715361	MIEF2
125206	0.788500299	-1.051568124	SLC5A10
125228	0.999993956	1.125496985	FAM210A
125336	0.309449161	-1.15802169	LOXHD1
125476	0.656542242	1.03113574	INO80C
125488	0.07886502	1.126501752	TTC39C
125704	0.584117134	1.155788666	DIPK1C
125875	0.095830172	-1.020264324	CLDND2
125893	0.577452199	1.072845268	ZNF816
1258	0.665190647	-1.099855744	CNGB1
125919	0.249004542	1.024269216	ZNF543
125931	0.534891112	-1.067041943	CEACAM20
125950	0.869774117	1.05165632	RAVER1
125958	0.306701338	1.204331873	OR7D4
125962	0.602514513	-1.228764589	OR7G1
125963	0.999493731	1.112842762	OR1M1
125965	0.898830746	1.192181534	COX6B2
125972	0.470362199	1.144695763	CALR3
125981	0.997700336	1.047808394	ACER1
125988	0.541620324	-1.020531558	MICOS13
125997	0.998478964	1.036424649	MBD3L2
1259	0.523749714	-1.005522679	CNGA1
126003	0.459455179	-1.043618675	TRAPPC5
126006	0.996369409	1.000059163	PCP2
126014	0.999999536	1.104659303	OSCAR
126068	0.721237805	-1.132616374	ZNF441
126069	0.971935998	-1.195999014	ZNF491
126070	0.999960959	-1.096053197	ZNF440
126074	0.995082329	1.107511616	SWSAP1
126075	0.857452861	-1.201694717	CCDC159
1260	0.854819437	-1.100808154	CNGA2
126119	0.997280092	-1.166660077	JOSD2
126123	0.99145194	-1.054452592	IZUMO2
126129	0.076414366	-1.540304889	CPT1C
126133	0.996910896	1.061192792	ALDH16A1
126147	0.993765734	-1.019722635	NTN5
1261	0.997947931	-1.058242318	CNGA3
126204	0.998250159	1.021524627	NLRP13
126205	0.944950675	1.109467441	NLRP8
126206	0.854040554	-1.066314717	NLRP5
126208	0.98718444	1.004120144	ZNF787
126231	0.61320744	-1.181882462	ZNF573
126248	0.988856889	1.051830677	WDR88
126259	0.694398625	-1.141130456	TMIGD2
126272	0.99030679	1.045934614	EID2B
126282	0.862219504	1.03480552	TNFAIP8L1
126295	0.99786129	1.332276663	ZNF57
126298	0.999312872	1.039676087	IRGQ
126299	0.971918063	1.095230445	ZNF428
1262	0.998076308	1.244084784	CNGA4
126306	0.992159952	1.063223333	JSRP1
126308	0.965513227	1.017260869	MOB3A
126321	0.999182049	-1.095304257	MFSD12
126326	0.980448013	-1.240465872	GIPC3
126328	0.93440436	-1.00424244	NDUFA11
126353	0.03830011	-1.040227656	MISP
126364	0.989802118	1.04617237	LRRC25
126370	0.165418039	1.196404342	OR1I1
126374	0.883607761	-1.119172775	WTIP
126375	0.980449342	1.198920796	ZNF792
126382	0.008850945	-1.11881577	NR2C2AP
126393	0.420329213	-1.311136339	HSPB6
1263	0.057892511	-1.089761675	PLK3
126402	0.751436274	1.05812327	TEKTL1
126410	0.636520289	1.086928932	CYP4F22
126432	0.645925103	1.017344125	RINL
126433	0.534358276	-1.112433064	FBXO27
1264	0.611186803	-4.221003722	CNN1
126520	0.811515721	1.100543543	PLK5
126526	0.538512186	1.067710653	C19orf47
126536	0.985857114	-1.193951522	LINC00661
126541	0.10709861	-1.240665973	OR10H4
126549	0.500676002	-1.127723632	ANKLE1
126567	0.216198283	1.151069795	C2CD4C
1265	0.382961902	-1.550012673	CNN2
126626	0.895401676	1.082154888	GABPB2
126637	0.477264088	-1.205427476	TCHHL1
126638	0.626775638	-1.151762175	RPTN
126661	0.485356033	1.188222349	CCDC163
126668	0.603641598	1.093741027	TDRD10
126669	0.941242847	-1.134234811	SHE
126695	0.318139917	-1.083782131	KDF1
1266	0.993879877	-1.244693063	CNN3
126731	0.395761307	-1.169566186	CCSAP
126755	0.992715077	-1.884412244	LRRC38
126767	0.976877382	-1.043100423	AADACL3
126789	0.999404887	1.096098811	PUSL1
126792	0.958261458	-1.073224714	B3GALT6
1267	0.164372544	1.166241639	CNP
126820	0.828199762	1.196159235	DNAI3
126823	0.141118738	-1.076656199	KLHDC9
126859	0.686049235	1.005938202	AXDND1
126868	0.963182761	1.089304862	MAB21L3
1268	0.94915697	1.13759653	CNR1
126917	0.663570383	-1.048636234	IFFO2
126969	0.006701676	-1.04019624	SLC44A3
1269	0.999907933	-1.030126975	CNR2
126	0.394553801	1.24978991	ADH1C
127002	0.498378868	-1.104173649	ATXN7L2
127003	0.999999881	-1.059781753	CFAP276
127018	0.999181881	1.043886057	LYPLAL1
127059	0.866873126	1.071980822	OR2M5
127064	0.986399141	-1.036043909	OR2T12
127066	0.826248695	-1.041913517	OR14C36
127069	0.999188055	-1.080446705	OR2T10
127074	0.782491492	-1.198232562	OR2T4
127077	0.681466016	-1.079455202	OR2T11
127124	0.28954231	1.292394261	ATP6V1G3
1271	0.893760948	-1.17385823	CNTFR
127247	0.792825121	-1.003994888	ASB17
127253	0.817426313	1.124353257	TYW3
127254	0.994985915	-1.008214635	ERICH3
127255	0.217060263	-1.167126833	LRRIQ3
127262	0.976405609	-1.014104173	TPRG1L
127281	0.995732659	-1.062035981	PRXL2B
127294	0.494374463	-1.044754142	MYOM3
1272	0.999970398	-1.171605726	CNTN1
127343	0.874774371	-1.024055166	DMBX1
127385	0.268175111	-1.146416492	OR10J5
127391	0.999584273	1.011688815	TMCO2
127396	0.990833224	1.286251513	ZNF684
127428	0.998634955	1.069993255	TCEANC2
127435	0.014578728	1.061561807	PODN
127495	0.949198447	1.101901505	LRRC39
127534	0.18497229	-1.117855508	GJB4
127540	0.948366209	1.025105689	HMGB4
127544	0.998476789	1.075917887	RNF19B
127579	0.980542059	1.016684985	DCST2
127602	0.360613676	1.106804895	DNAH14
127623	0.99889175	1.093933914	OR2B11
127665	0.745115643	-1.060102909	ZNF648
127670	0.957373264	-1.035790245	TEDDM1
127687	0.368495654	1.158778661	C1orf122
127700	0.999964489	1.096832032	OSCP1
127703	0.05448636	-1.056000667	C1orf216
127707	0.688155677	-1.098532872	KLHDC7A
127731	0.994350335	1.079986906	VWA5B1
127733	0.411052027	-1.130441708	UBXN10
127795	0.98940263	1.029807481	C1orf87
1277	0.827600821	-1.431246789	COL1A1
127829	0.998962396	-1.173166287	ARL8A
127833	0.526846645	-1.155504251	SYT2
127841	0.997894183	1.064610559	LINC00628
127845	0.070589412	-1.039049035	GOLT1A
1278	0.174777094	-1.26567955	COL1A2
127933	0.908493969	-1.007338698	UHMK1
127943	0.991687723	-1.113981602	FCRLB
127	0.999770556	1.087367833	ADH4
128025	0.700138744	-1.016438337	WDR64
128061	0.990848167	1.033269463	FSAF1
128077	0.93583289	-1.162957721	LIX1L
1280	0.605487677	-1.078897489	COL2A1
128102	0.958098094	1.056872826	HSD3BP4
128153	0.5465969	1.053115661	SPATA17
128178	0.996455056	1.108487753	EDARADD
1281	0.341674293	-1.123621886	COL3A1
128209	0.840712282	1.147093209	KLF17
128218	0.559291936	-1.039485324	TMEM125
128229	0.50449048	1.485633161	TSACC
128239	0.700509852	-1.066159109	IQGAP3
128240	0.972291619	1.037673842	NAXE
128272	0.999510271	1.011923111	ARHGEF19
1282	0.999703717	-1.357934236	COL4A1
128308	0.986601593	-1.063375122	MRPL55
128312	0.999495469	-1.128521354	H2BC26
128338	0.917705272	1.426971289	DRAM2
128344	0.009648699	1.02085146	CIMAP3
128346	0.999720231	1.053301552	C1orf162
128360	0.49759851	-1.117464425	OR10T2
128366	0.99371948	-1.024062324	OR6P1
128367	0.945621866	-1.056481051	OR10X1
128368	0.948910754	1.050809447	OR10Z1
128371	0.933727992	1.078413043	OR6K6
128372	1	-1.011945766	OR6N1
128387	0.994845251	1.052041138	TATDN3
128408	0.721382059	1.083800978	BHLHE23
128414	0.679299611	1.034301461	NKAIN4
128434	0.596008761	-1.073093868	VSTM2L
128439	0.988117395	1.09368728	SNHG11
128486	0.608088538	-1.08556838	FITM2
128488	0.22145652	-1.270320401	WFDC12
128497	0.987932904	1.225354034	SPATA25
1284	0.96685524	-1.393182611	COL4A2
128506	0.904807095	-1.037255794	OCSTAMP
128553	0.560710336	-1.14138218	TSHZ2
1285	0.340531831	1.01562397	COL4A3
128602	0.943846402	1.019067689	CIMIP1
128611	0.963174898	-1.095464824	ZNF831
128637	0.022019797	1.130764042	TBC1D20
128646	0.932162624	-1.025582996	SIRPD
128653	0.350107098	-1.191289154	C20orf141
128674	0.779663105	-1.110116294	PROKR2
1286	0.653539452	1.009001435	COL4A4
128710	0.003902058	-1.108616077	SLX4IP
1287	0.999728475	-1.200058101	COL4A5
128817	0.483822894	1.149922662	CSTL1
128821	0.847574523	-1.051741855	CST9L
128822	0.816407627	1.088002867	CST9
128826	0.60955433	-1.156143901	MIR1-1HG
128853	0.957576117	1.020565239	DUSP15
128854	0.997036706	1.010890724	TSPY26P
128859	0.936981313	-1.098132137	BPIFB6
128861	0.980009904	-1.006428411	BPIFA3
128864	0.253508341	1.263806411	C20orf144
128866	0.98333509	-1.032454584	CHMP4B
128869	0.974262873	1.009513086	PIGU
128872	0.959145618	-1.020491214	HMGB3P1
128876	0.998771382	-1.078519964	FAM83C
1288	0.678428156	-1.085092426	COL4A6
128954	0.914024753	-1.14924771	GAB4
128977	0.998929777	1.227120615	C22orf39
128989	0.926293145	-1.107279499	TANGO2
1289	0.436826427	-1.142714999	COL5A1
128	0.972088283	1.034811876	ADH5
129025	0.01562644	1.210491777	ZNF280A
129049	0.710040405	1.052725518	SGSM1
129080	0.845878544	-1.173811346	EMID1
1290	0.18580686	-1.315370213	COL5A2
129138	0.887993335	-1.271084949	ANKRD54
1291	0.067450883	-1.210081379	COL6A1
129285	0.768013151	-1.013681693	PPP1R21
129293	0.952780495	1.175209782	TRABD2A
1292	0.090438781	-1.141137358	COL6A2
129303	0.353202963	1.234672729	TMEM150A
1293	0.508375264	-1.121989598	COL6A3
129401	0.963600722	1.086532824	NUP35
129446	0.994920878	1.065067616	XIRP2
129450	0.915016661	1.136288479	TYW5
1294	0.11226267	-1.176569687	COL7A1
129521	0.880101361	-1.14508761	NMS
129530	0.984043093	1.092981402	LYG1
129531	0.997270486	1.131287159	MITD1
129563	0.021994263	-1.136450848	DIS3L2
1295	0.870058654	-1.216588172	COL8A1
129607	0.806163096	1.007648077	CMPK2
129642	0.735173048	-1.117022622	MBOAT2
129684	0.999973442	1.021185421	CNTNAP5
129685	0.982145536	1.160031807	TAF8
1296	0.122706376	1.296435461	COL8A2
129787	0.856292628	-1.048230596	TMEM18
129790	0.360149288	1.569870163	row4711
1297	0.696300087	1.033357979	COL9A1
129804	0.993148996	-1.029104773	FBLN7
129807	0.43291598	-1.020973577	NEU4
129831	0.824007521	1.285315068	RBM45
129852	0.993340381	-1.039431224	CIMIP6
129868	0.981438246	1.113002126	TRIM43
129880	0.999955788	1.133072301	BBS5
129881	0.431005647	-1.053958333	CFAP210
1298	0.159307278	1.172455756	COL9A2
1299	0.999708636	1.03913038	COL9A3
12	0.204200027	1.06937687	SERPINA3
130013	0.79249838	1.060083487	ACMSD
130026	0.136138082	1.065508311	ICA1L
130074	0.999934026	-1.126993789	FAM168B
130075	0.7199395	1.106086649	OR9A4
1300	0.882097448	1.103190445	COL10A1
