rowID	p_T18vsControl	fc_T18vsControl	mean	sd	Symbol	GeneID	descriptionNCBI	chromoseNCBI	GeneTypeNCBI	SpeciesNCBI	SynonymsNCBI
65018	0.0219309831713912	-1.54313634461443	7.39636789168182	0.373944326521156	PINK1	65018	PTEN induced kinase 1	1	protein-coding	hs	BRPK|PARK6
80765	0.0222594199263616	-1.78691726307343	5.32511190063636	1.00536290498602	STARD5	80765	StAR related lipid transfer domain containing 5	15	protein-coding	hs	-
283635	0.0228720827752729	-1.50894636640429	6.59951839236364	0.410653068321971	FAM177A1	283635	family with sequence similarity 177 member A1	14	protein-coding	hs	C14orf24|NEDWMG
80222	0.0237773347084541	-1.69108994072042	5.44399335413636	0.337122757459175	TARS2	80222	threonyl-tRNA synthetase 2, mitochondrial	1	protein-coding	hs	COXPD21|TARSL1|thrRS
51123	0.0238973835028192	-1.75493508291772	5.928193116	0.42536867150945	ZNF706	51123	zinc finger protein 706	8	protein-coding	hs	HSPC038|PNAS-106|PNAS-113
7170	0.0242045024548727	-2.16899273054857	3.59054520468182	0.579432113790099	TPM3	7170	tropomyosin 3	1	protein-coding	hs	CAPM1|CFTD|CMYO4A|CMYO4B|CMYP4A|CMYP4B|HEL-189|HEL-S-82p|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPM3nu|TPMsk3|TRK|hscp30
100293044	0.0247652784002008	-2.3363162966262	5.55109351490909	0.586650093403109	row792	NA	NA	NA	NA	NA	NA
57222	0.0252335827400831	-1.78031280050229	8.92039945722727	0.431432582313245	ERGIC1	57222	endoplasmic reticulum-golgi intermediate compartment 1	5	protein-coding	hs	AMC2|AMCN|ERGIC-32|ERGIC32|NET24
7035	0.0259089560129513	-2.26083964008398	7.93340534163636	0.803955881395429	TFPI	7035	tissue factor pathway inhibitor	2	protein-coding	hs	EPI|LACI|TFI|TFPI1
51006	0.0271826336587629	-1.59377422157228	7.31073176863636	0.308220884537708	SLC35H1	51006	solute carrier family 35 member H1	20	protein-coding	hs	BA394O2.1|C20orf5|CGI-15|OVCOV1|SLC35C2
55904	0.0292693775932521	-1.6794058143265	8.66782168281818	0.341707335939197	KMT2E	55904	lysine methyltransferase 2E (inactive)	7	protein-coding	hs	HDCMC04P|MLL5|NKp44L|ODLURO|SETD5B
100128371	0.0294772835970643	-1.54445102165402	3.15658881522727	0.29888713857442	row203	NA	NA	NA	NA	NA	NA
64332	0.0298807274710777	-2.14201324725302	9.35924386813636	0.60243922770202	NFKBIZ	64332	NFKB inhibitor zeta	3	protein-coding	hs	I-kappa-B-zeta|IKBZ|INAP|IkappaB-zeta|MAIL|ikB-zeta|ikappaBzeta
5914	0.0299356900641413	-1.56974598384623	6.86354380740909	0.330140939379628	RARA	5914	retinoic acid receptor alpha	17	protein-coding	hs	NR1B1|RAR|RARalpha
100289137	0.0305309625993326	-1.78542215028314	6.92224123413636	0.385081679104694	FAM95C	100289137	family with sequence similarity 95 member C	9	ncRNA	hs	-
5066	0.0310924193220324	-2.35862565670114	8.40369424822727	0.658977967100977	PAM	5066	peptidylglycine alpha-amidating monooxygenase	5	protein-coding	hs	PAL|PAM-1|PHM
5584	0.0319590745239104	-1.77614357369057	8.51550458131818	0.458684370203512	PRKCI	5584	protein kinase C iota	3	protein-coding	hs	DXS1179E|PKCI|nPKC-iota
64146	0.0322714258721275	-1.71639414933591	4.20262946672727	0.598440838004372	PDF	64146	peptide deformylase, mitochondrial	16	protein-coding	hs	-
255426	0.0331869470407833	-1.52269248119321	3.8855804925	0.299590178525064	RASGEF1C	255426	RasGEF domain family member 1C	5	protein-coding	hs	-
92017	0.0340818486085546	-1.50081659696813	7.08431780663636	0.363392129570585	SNX29	92017	sorting nexin 29	16	protein-coding	hs	A-388D4.1|RUNDC2A
7295	0.0344129754438812	-1.6084844156949	10.2917791403182	0.361123776245718	TXN	7295	thioredoxin	9	protein-coding	hs	TRDX|TRX|TRX1|TXN1|Trx80
7326	0.0359425856942572	-1.69012025268029	8.66474808345455	0.364820534558587	UBE2G1	7326	ubiquitin conjugating enzyme E2 G1	17	protein-coding	hs	E217K|UBC7|UBE2G
2686	0.0363828149056497	-1.69719215471752	5.44062798331818	0.395289151492349	GGT7	2686	gamma-glutamyltransferase 7	20	protein-coding	hs	D20S101|GGT4|GGTL3|GGTL5
51150	0.0378546187549756	-1.55246972426958	8.24209387440909	0.688035464829931	SDF4	51150	stromal cell derived factor 4	1	protein-coding	hs	Cab45|SDF-4
56112	0.0390039480339991	-1.95333976755255	4.73180275422727	0.757872078345311	PCDHGA3	56112	protocadherin gamma subfamily A, 3	5	protein-coding	hs	PCDH-GAMMA-A3
339742	0.0394373109431122	-1.71671626772567	5.44247279690909	0.40139205360982	FAM201B	339742	family with sequence similarity 201 member B	2	ncRNA	hs	-
440248	0.0403337127158355	-1.67920121415244	6.10383319568182	0.391830058042882	HERC2P9	440248	HERC2 pseudogene 9	15	pseudo	hs	-
9690	0.0404107635955163	-1.92255382011727	8.03344898840909	0.566151148539827	UBE3C	9690	ubiquitin protein ligase E3C	7	protein-coding	hs	HECTH2|NDSMBA|NEDSMBA|RAUL
57016	0.0404224723679169	-1.58800679213659	3.89839900131818	0.688254127981738	AKR1B10	57016	aldo-keto reductase family 1 member B10	7	protein-coding	hs	AKR1B11|AKR1B12|ALDRLn|ARL-1|ARL1|HIS|HSI
54880	0.0404474850923566	-1.81879750700939	6.93376320395455	0.426265697781995	BCOR	54880	BCL6 corepressor	X	protein-coding	hs	ANOP2|MAA2|MCOPS2
1889	0.040525322706427	-2.01593564237182	9.17544366881818	0.703596199649556	ECE1	1889	endothelin converting enzyme 1	1	protein-coding	hs	ECE
100422882	0.0412268379843103	-1.61112165684577	4.05570580190909	0.728673110506947	MIR3120	100422882	microRNA 3120	1	ncRNA	hs	mir-3120
900	0.0415315685393409	-1.6377882370565	8.77122314295455	0.41945900129075	CCNG1	900	cyclin G1	5	protein-coding	hs	CCNG
26238	0.0443263839639884	-1.7177268387886	3.13828185577273	0.404689627473899	LINC01558	26238	long intergenic non-protein coding RNA 1558	6	ncRNA	hs	C6orf123|HGC6.2|LINC01557|dJ431P23.4
64844	0.0444362825861712	-1.6211414981655	8.31924310886364	0.325028182347912	MARCHF7	64844	membrane associated ring-CH-type finger 7	2	protein-coding	hs	AXO|AXOT|MARCH-VII|MARCH7|RNF177
643401	0.0449031402338607	-1.7830223139559	5.59437319513636	1.82474474510808	PURPL	643401	p53 upregulated regulator of p53 levels	5	ncRNA	hs	LINC01021
80205	0.0462934718018115	-1.51411533228556	7.54687584572727	0.353758034444482	CHD9	80205	chromodomain helicase DNA binding protein 9	16	protein-coding	hs	AD013|CHD-9|CReMM|KISH2|PRIC320
100422983	0.0480702023488111	-1.61469887856895	4.28244214722727	0.373066493297099	MIR4314	100422983	microRNA 4314	17	ncRNA	hs	-
5452	0.0488853376955758	-1.52123034869673	6.3395341555	1.30809285676245	POU2F2	5452	POU class 2 homeobox 2	19	protein-coding	hs	OCT2|OTF2|Oct-2
200765	0.0492795106776297	-1.63693272769049	4.62832855722727	0.362814572244873	TIGD1	200765	tigger transposable element derived 1	2	protein-coding	hs	EEYORE
